gameid,year,round,date,hometeam,awayteam,hometeamscoreft,awayteamscoreft,venue,attendance,maxtemp,mintemp,rainfall
2013R0206,2013,R2,2013-04-06,Essendon,Melbourne,28.16,5.6,M.C.G.,51153.0,27.6,9.5,0.0
2013R0207,2013,R2,2013-04-07,Geelong,North Melbourne,16.16,17.6,Docklands,34152.0,28.1,13.7,0.0
2013R0208,2013,R2,2013-04-07,Collingwood,Carlton,17.15,15.1,M.C.G.,84247.0,28.1,13.7,0.0
2013R0209,2013,R2,2013-04-07,West Coast,Hawthorn,15.8,23.1,Subiaco,38389.0,31.7,17.7,0.0
2013R0301,2013,R3,2013-04-12,Fremantle,Essendon,9.14,10.12,Subiaco,35963.0,24.0,21.0,0.4
2013R0302,2013,R3,2013-04-13,North Melbourne,Sydney,13.14,20.11,Bellerive Oval,13223.0,21.2,10.4,0.2
2013R0303,2013,R3,2013-04-13,Melbourne,West Coast,13.5,27.15,M.C.G.,18571.0,24.0,15.2,0.2
2013R0304,2013,R3,2013-04-13,Greater Western Sydney,St Kilda,10.8,21.14,Manuka Oval,11092.0,24.9,5.2,0.0
2013R0305,2013,R3,2013-04-13,Geelong,Carlton,18.11,15.13,Docklands,43241.0,24.0,15.2,0.2
2013R0306,2013,R3,2013-04-13,Gold Coast,Brisbane Lions,13.14,13.16,Carrara,12961.0,23.6,20.1,30.0
2013R0307,2013,R3,2013-04-14,Richmond,Western Bulldogs,20.15,10.8,Docklands,44045.0,22.2,14.6,0.0
2013R0308,2013,R3,2013-04-14,Collingwood,Hawthorn,13.12,22.13,M.C.G.,72254.0,22.2,14.6,0.0
2013R0309,2013,R3,2013-04-14,Port Adelaide,Adelaide,17.16,16.13,Football Park,40707.0,22.2,13.8,0.0
2013R0401,2013,R4,2013-04-19,Sydney,Geelong,16.7,19.1,S.C.G.,31060.0,19.0,13.4,1.0
2013R0402,2013,R4,2013-04-20,Hawthorn,Fremantle,18.1,11.1,York Park,12619.0,15.2,4.9,0.6
2013R0403,2013,R4,2013-04-20,Richmond,Collingwood,11.13,16.17,M.C.G.,81950.0,18.3,8.4,0.2
2013R0404,2013,R4,2013-04-20,St Kilda,Essendon,13.13,19.14,Docklands,46965.0,18.3,8.4,0.2
2013R0405,2013,R4,2013-04-20,West Coast,Carlton,7.23,12.17,Subiaco,38674.0,21.9,16.0,0.4
2013R0406,2013,R4,2013-04-20,Gold Coast,Port Adelaide,9.12,16.8,Carrara,11332.0,25.6,16.6,0.0
2013R0407,2013,R4,2013-04-21,Melbourne,Greater Western Sydney,22.12,15.13,M.C.G.,20018.0,20.8,4.1,0.0
2013R0408,2013,R4,2013-04-21,Adelaide,Western Bulldogs,12.8,4.4,Football Park,24684.0,18.6,11.1,7.8
2013R0409,2013,R4,2013-04-21,North Melbourne,Brisbane Lions,18.17,9.8,Docklands,22776.0,20.8,4.1,0.0
2013R0501,2013,R5,2013-04-25,Essendon,Collingwood,18.13,10.15,M.C.G.,93373.0,21.2,10.0,1.0
2013R0502,2013,R5,2013-04-25,St Kilda,Sydney,9.9,11.13,Wellington,22546.0,19.16,9.79,2.26
2013R0503,2013,R5,2013-04-26,Fremantle,Richmond,12.9,12.8,Subiaco,36365.0,25.1,16.3,0.0
2013R0504,2013,R5,2013-04-27,Greater Western Sydney,Gold Coast,16.8,21.22,Manuka Oval,6832.0,23.1,0.6,0.0
2013R0505,2013,R5,2013-04-27,Carlton,Adelaide,17.13,12.11,M.C.G.,44711.0,24.6,14.0,0.0
2013R0506,2013,R5,2013-04-27,Western Bulldogs,Geelong,13.8,15.17,Docklands,26153.0,24.6,14.0,0.0
2013R0507,2013,R5,2013-04-27,Port Adelaide,West Coast,12.12,10.19,Football Park,26132.0,26.2,13.7,0.0
2013R0508,2013,R5,2013-04-28,Brisbane Lions,Melbourne,17.2,14.1,Gabba,19018.0,27.6,14.1,0.0
2013R0509,2013,R5,2013-04-28,Hawthorn,North Melbourne,14.15,13.18,M.C.G.,42103.0,19.7,16.6,0.0
2013R0601,2013,R6,2013-05-03,Collingwood,St Kilda,15.13,11.11,Docklands,40071.0,19.8,6.6,2.26
2013R0602,2013,R6,2013-05-04,Essendon,Greater Western Sydney,17.18,12.9,Docklands,30143.0,15.2,9.0,4.0
2013R0603,2013,R6,2013-05-04,North Melbourne,Port Adelaide,14.9,12.11,Bellerive Oval,10265.0,11.8,6.3,6.2
2013R0604,2013,R6,2013-05-04,Adelaide,Hawthorn,11.12,13.11,Football Park,37324.0,19.8,15.2,0.0
2013R0605,2013,R6,2013-05-04,Gold Coast,Fremantle,7.12,15.9,Carrara,10552.0,27.9,14.3,0.0
2013R0606,2013,R6,2013-05-04,Richmond,Geelong,13.9,20.11,M.C.G.,55625.0,15.2,9.0,4.0
2013R0607,2013,R6,2013-05-05,Sydney,Brisbane Lions,17.13,8.7,S.C.G.,23315.0,18.1,12.6,0.0
2013R0608,2013,R6,2013-05-05,Carlton,Melbourne,18.13,8.12,M.C.G.,35286.0,14.2,9.7,0.0
2013R0609,2013,R6,2013-05-05,West Coast,Western Bulldogs,21.11,10.7,Subiaco,36163.0,25.4,12.8,0.0
2013R0701,2013,R7,2013-05-10,Geelong,Essendon,17.11,11.19,Docklands,53014.0,24.8,10.6,0.0
2013R0702,2013,R7,2013-05-11,Port Adelaide,Richmond,10.13,18.6,Football Park,25372.0,25.3,18.3,0.0
2013R0703,2013,R7,2013-05-11,Brisbane Lions,West Coast,12.1,17.6,Gabba,17614.0,22.6,13.9,0.8
2013R0704,2013,R7,2013-05-11,Western Bulldogs,North Melbourne,15.7,22.19,Docklands,23690.0,24.3,10.8,0.0
2013R0705,2013,R7,2013-05-11,Fremantle,Collingwood,15.1,10.13,Subiaco,37214.0,19.7,11.9,7.2
2013R0706,2013,R7,2013-05-11,Hawthorn,Sydney,18.11,12.1,M.C.G.,54725.0,24.3,10.8,0.0
2013R0707,2013,R7,2013-05-12,Greater Western Sydney,Adelaide,7.1,29.13,Sydney Showground,5830.0,22.9,11.7,0.0
2013R0708,2013,R7,2013-05-12,Melbourne,Gold Coast,7.12,16.18,M.C.G.,13304.0,22.9,14.5,0.0
2013R0709,2013,R7,2013-05-13,St Kilda,Carlton,11.11,9.14,Docklands,34054.0,17.7,12.7,0.6
2013R0801,2013,R8,2013-05-17,West Coast,North Melbourne,12.18,13.1,Subiaco,38146.0,20.3,12.2,9.4
2013R0802,2013,R8,2013-05-18,Essendon,Brisbane Lions,12.14,14.12,Docklands,33915.0,14.2,9.0,0.2
2013R0803,2013,R8,2013-05-18,Hawthorn,Greater Western Sydney,21.14,9.3,York Park,10513.0,15.4,0.9,0.2
2013R0804,2013,R8,2013-05-18,Gold Coast,Western Bulldogs,13.15,8.13,Carrara,13520.0,22.9,14.1,0.0
2013R0805,2013,R8,2013-05-18,Collingwood,Geelong,15.12,14.12,M.C.G.,66768.0,14.2,9.0,0.2
2013R0806,2013,R8,2013-05-18,Sydney,Fremantle,11.4,9.16,S.C.G.,22546.0,20.1,9.2,0.0
2013R0807,2013,R8,2013-05-19,Carlton,Port Adelaide,16.13,14.7,Docklands,29936.0,16.2,7.7,0.4
2013R0808,2013,R8,2013-05-19,Richmond,Melbourne,15.16,11.6,M.C.G.,39148.0,16.2,7.7,0.4
2013R0809,2013,R8,2013-05-19,Adelaide,St Kilda,12.15,6.11,Football Park,34605.0,19.7,8.2,0.0
2013R0901,2013,R9,2013-05-24,Collingwood,Sydney,8.7,15.12,M.C.G.,65306.0,15.6,4.4,0.0
2013R0902,2013,R9,2013-05-25,Port Adelaide,Geelong,9.14,18.8,Football Park,21309.0,17.6,12.2,0.0
2013R0903,2013,R9,2013-05-25,Greater Western Sydney,West Coast,8.7,23.17,Sydney Showground,6324.0,20.4,9.1,5.2
2013R0904,2013,R9,2013-05-25,St Kilda,Western Bulldogs,15.11,17.8,Docklands,25982.0,18.7,7.4,0.0
2013R0905,2013,R9,2013-05-25,Brisbane Lions,Carlton,12.13,13.2,Gabba,24037.0,24.4,14.2,1.0
2013R0906,2013,R9,2013-05-25,Richmond,Essendon,9.8,13.13,M.C.G.,84234.0,18.7,7.4,0.0
2013R0907,2013,R9,2013-05-26,Hawthorn,Gold Coast,18.1,14.8,M.C.G.,28112.0,15.6,8.6,0.0
2013R0908,2013,R9,2013-05-26,North Melbourne,Adelaide,19.1,18.17,Docklands,23033.0,15.6,8.6,0.0
2013R0909,2013,R9,2013-05-26,Fremantle,Melbourne,19.16,6.4,Subiaco,32950.0,24.9,11.5,0.0
2013R1001,2013,R10,2013-05-31,Brisbane Lions,Collingwood,7.9,14.16,Gabba,26626.0,23.1,14.3,17.4
2013R1002,2013,R10,2013-06-01,Carlton,Greater Western Sydney,22.16,8.6,Docklands,25008.0,15.4,13.1,49.0
2013R1003,2013,R10,2013-06-01,Adelaide,Fremantle,8.11,10.6,Football Park,27684.0,16.6,14.8,39.0
2013R1004,2013,R10,2013-06-01,Sydney,Essendon,17.13,10.11,S.C.G.,29792.0,23.2,13.2,0.0
2013R1005,2013,R10,2013-06-01,Western Bulldogs,Port Adelaide,10.7,8.1,Marrara Oval,7850.0,32.1,23.7,0.4
2013R1006,2013,R10,2013-06-01,Geelong,Gold Coast,18.15,10.11,Kardinia Park,30087.0,16.5,11.9,22.6
2013R1007,2013,R10,2013-06-02,Melbourne,Hawthorn,6.12,21.17,M.C.G.,28546.0,15.0,9.2,4.6
2013R1008,2013,R10,2013-06-02,North Melbourne,St Kilda,19.19,10.5,Docklands,25658.0,15.0,9.2,4.6
2013R1009,2013,R10,2013-06-03,West Coast,Richmond,8.14,16.7,Subiaco,37781.0,20.0,10.8,0.0
2013R1101,2013,R11,2013-06-07,Essendon,Carlton,11.11,10.12,M.C.G.,82639.0,14.2,10.5,13.6
2013R1102,2013,R11,2013-06-08,Greater Western Sydney,Geelong,15.8,24.13,Sydney Showground,7809.0,17.8,11.5,0.0
2013R1103,2013,R11,2013-06-08,Adelaide,Sydney,6.14,19.13,Football Park,38374.0,17.1,6.7,0.0
2013R1104,2013,R11,2013-06-08,Gold Coast,North Melbourne,9.12,8.3,Carrara,10891.0,21.4,14.8,0.0
2013R1105,2013,R11,2013-06-09,St Kilda,West Coast,11.14,12.12,Docklands,23795.0,13.7,5.9,0.0
2013R1106,2013,R11,2013-06-10,Melbourne,Collingwood,5.9,17.2,M.C.G.,50835.0,16.1,4.2,0.2
2013R1201,2013,R12,2013-06-14,Carlton,Hawthorn,13.9,15.12,Docklands,45670.0,13.3,10.7,10.8
2013R1202,2013,R12,2013-06-15,Richmond,Adelaide,16.14,10.12,M.C.G.,43615.0,13.5,6.9,0.0
2013R1203,2013,R12,2013-06-15,Fremantle,Brisbane Lions,12.14,6.1,Subiaco,33384.0,15.4,9.8,0.0
2013R1204,2013,R12,2013-06-15,Essendon,Gold Coast,17.13,11.6,Docklands,31452.0,13.5,6.9,0.0
2013R1205,2013,R12,2013-06-16,Greater Western Sydney,Port Adelaide,6.14,19.11,Sydney Showground,6601.0,18.0,7.1,0.0
2013R1206,2013,R12,2013-06-16,Collingwood,Western Bulldogs,15.9,9.11,Docklands,32253.0,13.2,6.6,1.0
2013R1301,2013,R13,2013-06-21,Hawthorn,West Coast,19.9,16.7,Docklands,32567.0,14.6,0.9,0.0
2013R1302,2013,R13,2013-06-22,Port Adelaide,Sydney,10.12,8.6,Football Park,16096.0,13.7,9.5,18.8
2013R1303,2013,R13,2013-06-22,St Kilda,Melbourne,16.8,10.9,M.C.G.,28751.0,13.5,-0.6,0.0
2013R1304,2013,R13,2013-06-22,Western Bulldogs,Richmond,8.13,17.19,Docklands,29788.0,13.5,-0.6,0.0
2013R1305,2013,R13,2013-06-23,Fremantle,North Melbourne,10.7,4.5,Subiaco,31637.0,21.0,9.8,0.0
2013R1306,2013,R13,2013-06-23,Brisbane Lions,Geelong,15.13,14.14,Gabba,24164.0,22.1,8.6,0.0
2013R1401,2013,R14,2013-06-27,West Coast,Essendon,13.13,15.8,Subiaco,36451.0,20.0,9.7,0.0
2013R1402,2013,R14,2013-06-28,Sydney,Carlton,8.17,5.13,S.C.G.,25349.0,16.5,13.0,20.8
2013R1403,2013,R14,2013-06-29,Gold Coast,Adelaide,11.17,16.15,Carrara,13791.0,20.6,15.0,10.2
2013R1404,2013,R14,2013-06-29,Port Adelaide,Collingwood,13.8,7.9,Football Park,31121.0,15.5,3.0,0.0
2013R1405,2013,R14,2013-06-29,Melbourne,Western Bulldogs,15.13,15.1,M.C.G.,21217.0,12.8,4.8,0.2
2013R1406,2013,R14,2013-06-29,Geelong,Fremantle,11.19,7.2,Kardinia Park,26743.0,13.8,4.0,0.0
2013R1407,2013,R14,2013-06-30,Hawthorn,Brisbane Lions,21.17,12.13,York Park,15796.0,14.8,4.1,1.6
2013R1408,2013,R14,2013-06-30,North Melbourne,Greater Western Sydney,19.16,6.8,Docklands,15438.0,18.3,3.2,0.0
2013R1409,2013,R14,2013-06-30,Richmond,St Kilda,17.17,8.7,M.C.G.,52184.0,18.3,3.2,0.0
2013R1501,2013,R15,2013-07-05,Carlton,Collingwood,12.5,17.16,M.C.G.,78224.0,13.4,7.7,1.0
2013R1502,2013,R15,2013-07-06,Greater Western Sydney,Western Bulldogs,12.11,13.9,Manuka Oval,7132.0,12.3,3.9,0.0
2013R1503,2013,R15,2013-07-06,North Melbourne,Richmond,19.14,8.18,Docklands,45966.0,15.0,8.9,0.0
2013R1504,2013,R15,2013-07-06,Brisbane Lions,Gold Coast,17.14,12.11,Gabba,27170.0,25.4,12.5,0.0
2013R1505,2013,R15,2013-07-06,Adelaide,West Coast,9.15,11.9,Football Park,26426.0,15.1,10.9,3.4
2013R1506,2013,R15,2013-07-06,Geelong,Hawthorn,11.16,10.12,M.C.G.,85197.0,15.0,8.9,0.0
2013R1507,2013,R15,2013-07-07,Melbourne,Sydney,13.7,16.2,M.C.G.,26216.0,13.4,5.3,2.0
2013R1508,2013,R15,2013-07-07,Fremantle,St Kilda,15.1,11.4,Subiaco,34064.0,16.8,2.4,0.0
2013R1509,2013,R15,2013-07-07,Essendon,Port Adelaide,18.1,12.16,Docklands,40817.0,13.4,5.3,2.0
2013R1601,2013,R16,2013-07-12,Collingwood,Adelaide,17.9,12.12,M.C.G.,54790.0,16.5,3.7,0.0
2013R1602,2013,R16,2013-07-13,Port Adelaide,Hawthorn,12.7,19.1,Football Park,23748.0,19.4,13.4,19.2
2013R1603,2013,R16,2013-07-13,Geelong,Melbourne,13.2,4.6,Kardinia Park,23172.0,14.5,5.6,0.0
2013R1604,2013,R16,2013-07-13,Richmond,Gold Coast,6.17,6.8,Cazaly's Stadium,11197.0,25.8,19.4,4.2
2013R1605,2013,R16,2013-07-13,Carlton,St Kilda,16.14,10.14,Docklands,30949.0,14.7,8.7,0.2
2013R1606,2013,R16,2013-07-13,Brisbane Lions,North Melbourne,18.9,17.3,Gabba,18131.0,21.8,10.1,0.0
2013R1607,2013,R16,2013-07-14,Sydney,Greater Western Sydney,24.27,5.12,S.C.G.,21757.0,19.4,8.3,0.0
2013R1608,2013,R16,2013-07-14,Western Bulldogs,Essendon,14.6,18.13,Docklands,32500.0,15.7,11.7,18.4
2013R1609,2013,R16,2013-07-14,West Coast,Fremantle,14.9,19.7,Subiaco,39839.0,21.0,9.4,1.2
2013R1701,2013,R17,2013-07-19,North Melbourne,Carlton,16.12,16.13,Docklands,37443.0,16.0,13.2,6.8
2013R1702,2013,R17,2013-07-20,Hawthorn,Western Bulldogs,13.17,11.1,York Park,14022.0,12.4,5.8,9.8
2013R1703,2013,R17,2013-07-20,Greater Western Sydney,Essendon,11.11,18.8,Sydney Showground,10783.0,20.0,10.7,2.8
2013R1704,2013,R17,2013-07-20,Gold Coast,Collingwood,13.7,11.12,Carrara,19721.0,22.8,17.6,21.2
2013R1705,2013,R17,2013-07-20,Melbourne,Brisbane Lions,11.9,13.16,Marrara Oval,7615.0,31.3,19.8,0.0
2013R1706,2013,R17,2013-07-20,St Kilda,Port Adelaide,13.14,14.13,Docklands,14878.0,8.9,6.4,13.8
2013R1707,2013,R17,2013-07-21,Richmond,Fremantle,12.12,8.9,M.C.G.,40125.0,9.8,3.9,10.8
2013R1708,2013,R17,2013-07-21,Adelaide,Geelong,14.1,14.8,Football Park,28603.0,12.6,8.1,3.6
2013R1709,2013,R17,2013-07-21,West Coast,Sydney,11.13,17.11,Subiaco,35166.0,16.3,3.1,0.0
2013R1801,2013,R18,2013-07-26,Essendon,Hawthorn,13.9,22.11,Docklands,49505.0,14.5,8.2,0.6
2013R1802,2013,R18,2013-07-27,Gold Coast,Carlton,11.11,16.24,Carrara,19460.0,22.9,13.4,0.2
2013R1803,2013,R18,2013-07-27,Melbourne,North Melbourne,4.4,22.18,Docklands,16962.0,13.7,8.8,0.0
2013R1804,2013,R18,2013-07-27,Collingwood,Greater Western Sydney,15.16,10.6,M.C.G.,32691.0,13.7,8.8,0.0
2013R1805,2013,R18,2013-07-27,Fremantle,Adelaide,11.9,7.11,Subiaco,28765.0,18.8,9.1,17.6
2013R1806,2013,R18,2013-07-27,Geelong,St Kilda,21.11,5.6,Kardinia Park,26833.0,15.4,7.7,0.0
2013R1807,2013,R18,2013-07-28,Port Adelaide,Brisbane Lions,9.17,9.8,Football Park,22631.0,19.6,12.7,0.6
2013R1808,2013,R18,2013-07-28,Western Bulldogs,West Coast,16.15,13.11,Docklands,17019.0,16.6,9.7,0.0
2013R1809,2013,R18,2013-07-28,Sydney,Richmond,16.14,9.9,S.C.G.,29738.0,20.1,7.9,0.0
2013R1901,2013,R19,2013-08-02,North Melbourne,Geelong,15.6,13.8,Docklands,33584.0,13.2,5.5,0.0
2013R1902,2013,R19,2013-08-03,Greater Western Sydney,Melbourne,19.1,12.15,Sydney Showground,8308.0,18.8,6.9,0.0
2013R1903,2013,R19,2013-08-03,Hawthorn,Richmond,9.12,16.11,M.C.G.,64324.0,12.0,6.0,3.0
2013R1904,2013,R19,2013-08-03,West Coast,Gold Coast,20.1,17.11,Subiaco,32140.0,21.7,9.0,0.0
2013R1905,2013,R19,2013-08-03,Carlton,Fremantle,12.8,17.14,Docklands,30457.0,12.0,6.0,3.0
2013R1906,2013,R19,2013-08-03,Brisbane Lions,St Kilda,16.12,11.11,Gabba,19856.0,24.1,11.6,0.0
2013R1907,2013,R19,2013-08-04,Western Bulldogs,Sydney,15.9,21.8,Docklands,22647.0,13.4,5.9,14.0
2013R1908,2013,R19,2013-08-04,Adelaide,Port Adelaide,15.13,17.5,Football Park,43368.0,16.0,7.9,5.2
2013R1909,2013,R19,2013-08-04,Collingwood,Essendon,20.13,7.12,M.C.G.,69821.0,13.4,5.9,14.0
2013R2001,2013,R20,2013-08-09,St Kilda,Hawthorn,7.14,14.18,Docklands,24765.0,11.5,7.0,6.6
2013R2002,2013,R20,2013-08-10,Richmond,Brisbane Lions,14.13,11.8,M.C.G.,46961.0,16.9,7.1,0.2
2013R2003,2013,R20,2013-08-10,Geelong,Port Adelaide,20.9,16.8,Kardinia Park,24784.0,16.5,8.6,1.8
2013R2004,2013,R20,2013-08-10,Carlton,Western Bulldogs,13.11,16.21,Docklands,31126.0,16.9,7.1,0.2
2013R2005,2013,R20,2013-08-10,Sydney,Collingwood,10.11,14.16,Stadium Australia,42627.0,23.4,7.2,0.0
2013R2006,2013,R20,2013-08-10,Gold Coast,Melbourne,13.12,10.17,Carrara,13840.0,23.4,9.9,0.0
2013R2007,2013,R20,2013-08-11,Essendon,West Coast,9.13,18.12,Docklands,32595.0,15.4,6.8,0.0
2013R2008,2013,R20,2013-08-11,Adelaide,North Melbourne,11.13,10.1,Football Park,31801.0,19.6,7.2,0.0
2013R2009,2013,R20,2013-08-11,Fremantle,Greater Western Sydney,24.13,6.8,Subiaco,31390.0,18.7,13.0,2.8
2013R2101,2013,R21,2013-08-16,Hawthorn,Collingwood,18.11,12.12,M.C.G.,71533.0,16.2,8.5,0.4
2013R2102,2013,R21,2013-08-17,Richmond,Carlton,14.12,16.1,M.C.G.,60825.0,15.1,7.0,0.0
2013R2103,2013,R21,2013-08-17,Port Adelaide,Gold Coast,16.17,14.12,Football Park,18703.0,15.5,8.0,5.6
2013R2104,2013,R21,2013-08-17,Essendon,North Melbourne,9.16,17.13,Docklands,34102.0,15.1,7.0,0.0
2013R2105,2013,R21,2013-08-17,West Coast,Geelong,6.5,16.11,Subiaco,34394.0,19.0,11.2,6.8
2013R2106,2013,R21,2013-08-17,Brisbane Lions,Greater Western Sydney,18.15,9.9,Gabba,13855.0,24.4,11.5,0.0
2013R2107,2013,R21,2013-08-18,Melbourne,Fremantle,5.8,20.13,M.C.G.,13768.0,17.2,9.7,0.0
2013R2108,2013,R21,2013-08-18,Sydney,St Kilda,18.1,8.11,S.C.G.,26730.0,23.5,8.8,0.0
2013R2109,2013,R21,2013-08-18,Western Bulldogs,Adelaide,20.11,17.12,Docklands,17159.0,17.2,9.7,0.0
2013R2201,2013,R22,2013-08-23,Collingwood,West Coast,15.11,5.9,M.C.G.,41198.0,14.3,10.2,4.0
2013R2202,2013,R22,2013-08-24,Adelaide,Melbourne,18.12,7.1,Football Park,34653.0,15.9,10.2,2.4
2013R2203,2013,R22,2013-08-24,North Melbourne,Hawthorn,15.13,17.15,Docklands,33039.0,15.8,9.0,0.6
2013R2204,2013,R22,2013-08-24,Geelong,Sydney,13.14,7.6,Kardinia Park,28459.0,15.7,9.1,0.0
2013R2205,2013,R22,2013-08-24,Fremantle,Port Adelaide,21.8,9.6,Subiaco,35565.0,26.4,6.4,0.0
2013R2206,2013,R22,2013-08-24,Carlton,Essendon,9.22,12.1,M.C.G.,53630.0,15.8,9.0,0.6
2013R2207,2013,R22,2013-08-25,St Kilda,Gold Coast,17.14,10.1,Docklands,17622.0,16.5,10.3,0.0
2013R2208,2013,R22,2013-08-25,Greater Western Sydney,Richmond,6.6,25.13,Sydney Showground,12314.0,23.8,6.3,0.0
2013R2209,2013,R22,2013-08-25,Brisbane Lions,Western Bulldogs,15.1,13.15,Gabba,20130.0,24.5,11.0,0.0
2013R2301,2013,R23,2013-08-30,Sydney,Hawthorn,16.4,17.1,Stadium Australia,37980.0,28.8,12.4,0.0
2013R2302,2013,R23,2013-08-31,St Kilda,Fremantle,16.16,6.5,Docklands,22476.0,21.0,9.0,2.8
2013R2303,2013,R23,2013-08-31,Geelong,Brisbane Lions,15.22,17.9,Kardinia Park,27467.0,22.8,7.5,4.0
2013R2304,2013,R23,2013-08-31,Port Adelaide,Carlton,15.13,15.14,Football Park,45127.0,25.3,10.5,0.0
2013R2305,2013,R23,2013-08-31,Essendon,Richmond,9.11,15.14,M.C.G.,60979.0,21.0,9.0,2.8
2013R2306,2013,R23,2013-08-31,West Coast,Adelaide,5.13,19.15,Subiaco,29416.0,21.1,15.1,7.4
2013R2307,2013,R23,2013-09-01,Gold Coast,Greater Western Sydney,22.14,9.9,Carrara,13080.0,26.2,16.8,0.0
2013R2308,2013,R23,2013-09-01,Collingwood,North Melbourne,17.12,19.11,M.C.G.,50958.0,22.3,13.5,0.0
2013R2309,2013,R23,2013-09-01,Western Bulldogs,Melbourne,16.11,13.9,Docklands,22176.0,22.3,13.5,0.0
2013QF01,2013,QF,2013-09-06,Hawthorn,Sydney,15.15,7.9,M.C.G.,59615.0,14.4,9.7,3.0
2013EF01,2013,EF,2013-09-07,Collingwood,Port Adelaide,9.9,12.15,M.C.G.,51722.0,18.9,7.1,0.0
2013QF02,2013,QF,2013-09-07,Geelong,Fremantle,9.18,12.15,Kardinia Park,32458.0,17.9,6.3,0.0
2013EF02,2013,EF,2013-09-08,Richmond,Carlton,14.12,18.8,M.C.G.,94690.0,17.3,6.8,0.4
2013SF01,2013,SF,2013-09-13,Geelong,Port Adelaide,13.18,12.8,M.C.G.,52744.0,15.6,0.1,1.4
2013SF02,2013,SF,2013-09-14,Sydney,Carlton,13.8,8.14,Stadium Australia,37980.0,23.7,13.5,2.8
2013PF01,2013,PF,2013-09-20,Hawthorn,Geelong,14.18,15.7,M.C.G.,85569.0,18.1,9.4,2.2
2013PF02,2013,PF,2013-09-21,Fremantle,Sydney,14.15,11.8,Subiaco,43249.0,21.6,9.5,2.0
2013GF01,2013,GF,2013-09-28,Hawthorn,Fremantle,11.11,8.14,M.C.G.,100007.0,15.7,6.3,2.7
2014R0101,2014,R1,2014-03-14,Collingwood,Fremantle,5.16,17.14,Docklands,37571.0,27.6,13.5,0.0
2014R0102,2014,R1,2014-03-15,Greater Western Sydney,Sydney,15.9,9.13,Sydney Showground,17102.0,29.5,17.4,0.0
2014R0103,2014,R1,2014-03-15,Gold Coast,Richmond,12.15,10.9,Carrara,19425.0,28.4,18.8,0.4
2014R0104,2014,R1,2014-03-16,Carlton,Port Adelaide,12.15,18.12,Docklands,24640.0,22.0,11.8,7.2
2014R0105,2014,R1,2014-03-20,Geelong,Adelaide,18.11,12.9,Kardinia Park,23622.0,30.4,8.2,0.0
2014R0106,2014,R1,2014-03-21,North Melbourne,Essendon,9.6,15.9,Docklands,42332.0,25.3,16.4,0.0
2014R0107,2014,R1,2014-03-22,Hawthorn,Brisbane Lions,21.13,13.13,York Park,12430.0,19.2,10.5,27.2
2014R0108,2014,R1,2014-03-22,St Kilda,Melbourne,10.8,6.15,Docklands,31657.0,19.1,11.7,3.8
2014R0109,2014,R1,2014-03-23,West Coast,Western Bulldogs,21.8,11.3,Subiaco,36752.0,33.9,20.7,0.0
2014R0201,2014,R2,2014-03-27,Richmond,Carlton,14.14,12.14,M.C.G.,62037.0,25.7,16.5,5.2
2014R0202,2014,R2,2014-03-28,Essendon,Hawthorn,12.14,13.12,Docklands,44163.0,21.3,15.9,8.2
2014R0203,2014,R2,2014-03-29,St Kilda,Greater Western Sydney,15.5,13.1,Docklands,19640.0,23.4,11.4,0.0
2014R0204,2014,R2,2014-03-29,Port Adelaide,Adelaide,19.13,11.7,Adelaide Oval,50397.0,23.4,16.5,0.0
2014R0205,2014,R2,2014-03-29,Fremantle,Gold Coast,12.15,5.9,Subiaco,35583.0,24.9,19.6,0.0
2014R0206,2014,R2,2014-03-29,Sydney,Collingwood,10.9,12.17,Stadium Australia,32347.0,25.4,18.2,4.2
2014R0207,2014,R2,2014-03-30,Brisbane Lions,Geelong,10.8,13.15,Gabba,20933.0,25.6,22.7,0.8
2014R0208,2014,R2,2014-03-30,Melbourne,West Coast,4.6,18.15,M.C.G.,22230.0,25.7,13.9,1.0
2014R0209,2014,R2,2014-03-30,Western Bulldogs,North Melbourne,8.6,12.11,Docklands,28512.0,25.7,13.9,1.0
2014R0301,2014,R3,2014-04-04,Hawthorn,Fremantle,21.11,11.13,M.C.G.,43583.0,19.3,13.9,0.0
2014R0302,2014,R3,2014-04-05,Western Bulldogs,Richmond,15.1,15.8,Docklands,31724.0,24.6,13.5,0.0
2014R0303,2014,R3,2014-04-05,Adelaide,Sydney,9.17,21.8,Adelaide Oval,47426.0,21.5,9.2,0.0
2014R0304,2014,R3,2014-04-05,Gold Coast,Brisbane Lions,17.12,9.7,Carrara,16593.0,28.7,20.8,0.0
2014R0305,2014,R3,2014-04-05,West Coast,St Kilda,12.11,8.1,Subiaco,36448.0,31.4,13.6,0.0
2014R0306,2014,R3,2014-04-05,Collingwood,Geelong,11.1,12.15,M.C.G.,63152.0,24.6,13.5,0.0
2014R0307,2014,R3,2014-04-06,Greater Western Sydney,Melbourne,10.19,7.5,Sydney Showground,7016.0,22.8,17.6,0.2
2014R0308,2014,R3,2014-04-06,North Melbourne,Port Adelaide,14.13,13.12,Docklands,19111.0,23.5,10.2,0.0
2014R0309,2014,R3,2014-04-06,Essendon,Carlton,21.12,8.9,M.C.G.,62730.0,23.5,10.2,0.0
2014R0401,2014,R4,2014-04-11,Richmond,Collingwood,10.12,16.14,M.C.G.,62100.0,17.4,16.4,10.8
