gameid,year,round,date,hometeam,awayteam,hometeamscoreft,awayteamscoreft,venue,attendance,maxtemp,mintemp,rainfall
2017R1909,2017,R19,2017-07-30,West Coast,Brisbane Lions,17.11,6.9,Subiaco,32652.0,17.9,6.3,6.4
2017R2001,2017,R20,2017-08-04,Geelong,Sydney,8.13,16.11,Kardinia Park,30833.0,13.7,5.4,2.6
2017R2002,2017,R20,2017-08-05,Greater Western Sydney,Melbourne,14.13,10.2,Manuka Oval,14274.0,10.8,5.0,1.4
2017R2003,2017,R20,2017-08-05,Essendon,Carlton,11.18,11.1,M.C.G.,58562.0,13.9,7.3,0.0
2017R2004,2017,R20,2017-08-05,Brisbane Lions,Western Bulldogs,13.11,14.19,Gabba,16148.0,23.1,9.0,0.0
2017R2005,2017,R20,2017-08-05,North Melbourne,Collingwood,7.15,16.15,Docklands,33394.0,13.9,7.3,0.0
2017R2006,2017,R20,2017-08-05,Fremantle,Gold Coast,12.18,10.7,Subiaco,27050.0,18.6,11.0,0.8
2017R2007,2017,R20,2017-08-06,St Kilda,West Coast,15.13,14.11,Docklands,22688.0,12.5,7.9,0.2
2017R2008,2017,R20,2017-08-06,Richmond,Hawthorn,13.15,9.1,M.C.G.,58342.0,12.5,7.9,0.2
2017R2009,2017,R20,2017-08-06,Adelaide,Port Adelaide,18.22,7.4,Adelaide Oval,45028.0,13.7,8.0,9.2
2017R2101,2017,R21,2017-08-11,Western Bulldogs,Greater Western Sydney,7.15,16.9,Docklands,30672.0,16.6,8.2,0.0
2017R2102,2017,R21,2017-08-12,Sydney,Fremantle,22.11,5.9,S.C.G.,39281.0,21.9,10.0,0.0
2017R2103,2017,R21,2017-08-12,Geelong,Richmond,11.14,9.12,Kardinia Park,32266.0,17.1,10.3,0.0
2017R2104,2017,R21,2017-08-12,Brisbane Lions,Gold Coast,22.1,12.12,Gabba,17772.0,29.0,10.4,0.0
2017R2105,2017,R21,2017-08-12,Essendon,Adelaide,12.8,18.15,Docklands,38487.0,17.2,9.4,0.0
2017R2106,2017,R21,2017-08-12,West Coast,Carlton,15.1,12.11,Subiaco,30491.0,20.2,13.6,19.8
2017R2107,2017,R21,2017-08-13,Melbourne,St Kilda,14.12,10.12,M.C.G.,53115.0,18.4,7.4,0.0
2017R2108,2017,R21,2017-08-13,Hawthorn,North Melbourne,18.8,14.5,York Park,14509.0,11.1,-0.2,0.0
2017R2109,2017,R21,2017-08-13,Port Adelaide,Collingwood,14.14,10.11,Adelaide Oval,37533.0,22.4,8.8,0.0
2017R2201,2017,R22,2017-08-18,Adelaide,Sydney,11.14,13.5,Adelaide Oval,51466.0,14.4,8.6,3.4
2017R2202,2017,R22,2017-08-19,Western Bulldogs,Port Adelaide,11.13,14.12,Eureka Stadium,10087.0,9.2,1.3,3.4
2017R2203,2017,R22,2017-08-19,Collingwood,Geelong,9.5,10.1,M.C.G.,47889.0,11.8,4.0,7.0
2017R2204,2017,R22,2017-08-19,Greater Western Sydney,West Coast,12.9,9.6,Sydney Showground,15751.0,16.5,8.4,0.0
2017R2205,2017,R22,2017-08-19,Carlton,Hawthorn,12.5,10.1,Docklands,35799.0,11.8,4.0,7.0
2017R2206,2017,R22,2017-08-19,Gold Coast,Essendon,9.3,12.18,Carrara,16817.0,20.9,12.9,0.0
2017R2207,2017,R22,2017-08-20,Melbourne,Brisbane Lions,16.8,14.7,M.C.G.,30422.0,13.1,3.1,1.8
2017R2208,2017,R22,2017-08-20,St Kilda,North Melbourne,18.19,12.6,Docklands,29126.0,13.1,3.1,1.8
2017R2209,2017,R22,2017-08-20,Fremantle,Richmond,7.9,25.5,Subiaco,34204.0,16.9,10.3,2.8
2017R2301,2017,R23,2017-08-25,Hawthorn,Western Bulldogs,15.9,13.12,Docklands,48090.0,14.2,4.6,0.0
2017R2302,2017,R23,2017-08-26,Collingwood,Melbourne,14.15,12.11,M.C.G.,51223.0,15.1,9.1,0.0
2017R2303,2017,R23,2017-08-26,Brisbane Lions,North Melbourne,11.13,19.16,Gabba,15416.0,23.9,12.5,0.0
2017R2304,2017,R23,2017-08-26,Sydney,Carlton,21.12,8.9,S.C.G.,38965.0,20.5,7.2,0.0
2017R2305,2017,R23,2017-08-26,Geelong,Greater Western Sydney,15.13,8.11,Kardinia Park,30087.0,14.8,8.9,0.0
2017R2306,2017,R23,2017-08-26,Port Adelaide,Gold Coast,20.15,3.2,Adelaide Oval,34288.0,14.3,4.1,0.0
2017R2307,2017,R23,2017-08-27,Essendon,Fremantle,16.11,14.8,Docklands,42665.0,10.1,4.9,2.26
2017R2308,2017,R23,2017-08-27,Richmond,St Kilda,19.8,12.9,M.C.G.,69104.0,10.1,4.9,2.26
2017R2309,2017,R23,2017-08-27,West Coast,Adelaide,15.1,10.11,Subiaco,39367.0,24.2,12.2,0.0
2017QF01,2017,QF,2017-09-07,Adelaide,Greater Western Sydney,12.12,6.12,Adelaide Oval,52805.0,15.4,11.3,1.8
2017QF02,2017,QF,2017-09-08,Geelong,Richmond,5.1,13.13,M.C.G.,95028.0,14.6,6.9,4.6
2017EF01,2017,EF,2017-09-09,Sydney,Essendon,19.7,8.8,S.C.G.,46323.0,17.3,8.5,0.0
2017EF02,2017,EF,2017-09-09,Port Adelaide,West Coast,8.12,9.6,Adelaide Oval,41172.0,14.8,7.3,0.0
2017SF01,2017,SF,2017-09-15,Geelong,Sydney,15.8,5.9,M.C.G.,55529.0,17.2,8.9,0.0
2017SF02,2017,SF,2017-09-16,Greater Western Sydney,West Coast,19.11,9.4,Sydney Showground,14865.0,24.5,8.4,0.0
2017PF01,2017,PF,2017-09-22,Adelaide,Geelong,21.1,10.15,Adelaide Oval,53817.0,30.0,9.7,0.0
2017PF02,2017,PF,2017-09-23,Richmond,Greater Western Sydney,15.13,9.13,M.C.G.,94258.0,29.3,15.0,0.0
2017GF01,2017,GF,2017-09-30,Adelaide,Richmond,8.12,16.12,M.C.G.,100021.0,16.9,9.7,1.4
